4|"1 2 3 4"|"ann"|48.3929
5|"1 2 3 4 5"|"40nn"|62.3812
2|"1 3"|"3nn"|47.1707
4|"1 2 3 5"|"j48"|51.3354
3|"1 2 3"|"ann"|49.1172
3|"1 2 4"|"j48"|48.4835
6|"1 2 3 4 5 6"|"40nn"|64.2372
1|"1"|"40nn"|45.7673
3|"1 2 4"|"boosted j48"|48.4835
10|"1 2 3 4 5 6 7 8 9 10"|"30nn"|66.0027
4|"1 2 3 5"|"boosted j48"|54.278
8|"1 2 3 4 5 6 7 8"|"35nn"|64.7352
2|"1 3"|"5nn"|47.1707
11|"1 2 3 4 5 6 7 8 9 10 11"|"30nn"|66.5007
1|"1"|"ann"|45.7673
7|"1 2 3 4 5 6 7"|"40nn"|65.9574
1|"2"|"j48"|45.3146
1|"2"|"boosted j48"|45.3146
9|"1 2 3 4 5 6 7 8 9"|"35nn"|66.1385
3|"1 2 4"|"1nn"|48.7551
4|"1 2 3 5"|"1nn"|56.4056
2|"1 3"|"10nn"|47.2159
1|"2"|"1nn"|43.6397
3|"1 2 4"|"3nn"|48.8909
8|"1 2 3 4 5 6 7 8"|"40nn"|64.9615
4|"1 2 3 5"|"3nn"|57.7637
10|"1 2 3 4 5 6 7 8 9 10"|"35nn"|65.9574
2|"1 3"|"20nn"|47.397
1|"2"|"3nn"|43.7302
11|"1 2 3 4 5 6 7 8 9 10 11"|"35nn"|67.3155
5|"1 2 3 4 5"|"ann"|49.2983
9|"1 2 3 4 5 6 7 8 9"|"40nn"|65.55
8|"1 2 3 4 5 6 7 8"|"ann"|50.8828
3|"1 2 4"|"5nn"|49.7963
5|"1 2 3 4 6"|"j48"|55.1833
8|"1 2 3 4 5 6 7 9"|"j48"|57.311
4|"1 2 3 5"|"5nn"|58.3975
2|"1 3"|"25nn"|47.397
7|"1 2 3 4 5 6 7"|"ann"|49.7057
9|"1 2 3 4 5 6 7 8 9"|"ann"|52.2861
1|"2"|"5nn"|43.6397
7|"1 2 3 4 5 6 8"|"j48"|55.8624
9|"1 2 3 4 5 6 7 8 10"|"j48"|57.6732
5|"1 2 3 4 6"|"boosted j48"|57.4015
3|"1 2 4"|"10nn"|50.7922
8|"1 2 3 4 5 6 7 9"|"boosted j48"|65.1879
2|"1 3"|"30nn"|47.397
1|"2"|"10nn"|43.9113
10|"1 2 3 4 5 6 7 8 9 10"|"40nn"|65.7764
4|"1 2 3 5"|"10nn"|60.4799
7|"1 2 3 4 5 6 8"|"boosted j48"|61.0231
9|"1 2 3 4 5 6 7 8 10"|"boosted j48"|61.8832
5|"1 2 3 4 6"|"1nn"|58.1711
11|"1 2 3 4 5 6 7 8 9 10 11"|"40nn"|67.3608
3|"1 2 4"|"20nn"|51.4713
8|"1 2 3 4 5 6 7 9"|"1nn"|63.5129
1|"2"|"20nn"|44.0018
10|"1 2 3 4 5 6 7 8 9 10"|"ann"|55.4097
2|"1 3"|"35nn"|47.5328
10|"1 2 3 4 5 6 7 8 9 11"|"j48"|58.9407
4|"1 2 3 5"|"20nn"|60.4346
7|"1 2 3 4 5 6 8"|"1nn"|60.2988
5|"1 2 3 4 6"|"3nn"|60.2988
9|"1 2 3 4 5 6 7 8 10"|"1nn"|63.1507
11|"1 2 3 4 5 6 7 8 9 10 11"|"ann"|55.1833
3|"1 2 4"|"25nn"|51.4713
1|"2"|"25nn"|44.0018
2|"1 3"|"40nn"|47.4876
11|"1 2 3 4 5 6 7 8 9 10 12"|"j48"|58.8049
8|"1 2 3 4 5 6 7 9"|"3nn"|64.3278
6|"1 2 3 4 5 6"|"ann"|50.0226
10|"1 2 3 4 5 6 7 8 9 11"|"boosted j48"|65.2331
4|"1 2 3 5"|"25nn"|61.0231
6|"1 2 3 4 5 7"|"j48"|57.0847
5|"1 2 3 4 6"|"5nn"|61.34
7|"1 2 3 4 5 6 8"|"3nn"|62.0643
1|"2"|"30nn"|43.9565
3|"1 2 4"|"30nn"|51.4713
11|"1 2 3 4 5 6 7 8 9 10 12"|"boosted j48"|65.0521
9|"1 2 3 4 5 6 7 8 10"|"3nn"|63.7392
6|"1 2 3 4 5 7"|"boosted j48"|61.1589
10|"1 2 3 4 5 6 7 8 9 11"|"1nn"|63.1055
1|"2"|"35nn"|43.9565
8|"1 2 3 4 5 6 7 9"|"5nn"|64.8257
4|"1 2 3 5"|"30nn"|61.1136
5|"1 2 3 4 6"|"10nn"|62.9697
7|"1 2 3 4 5 6 8"|"5nn"|63.1507
3|"1 2 4"|"35nn"|51.7881
6|"1 2 3 4 5 7"|"1nn"|60.842
11|"1 2 3 4 5 6 7 8 9 10 12"|"1nn"|63.7845
2|"1 3"|"ann"|48.8909
1|"2"|"40nn"|43.9565
2|"1 4"|"j48"|48.8456
9|"1 2 3 4 5 6 7 8 10"|"5nn"|63.7392
5|"1 2 3 4 6"|"20nn"|62.2906
2|"1 4"|"boosted j48"|48.8456
3|"1 2 4"|"40nn"|51.2449
4|"1 2 3 5"|"35nn"|60.3893
10|"1 2 3 4 5 6 7 8 9 11"|"3nn"|64.9615
8|"1 2 3 4 5 6 7 9"|"10nn"|65.9122
7|"1 2 3 4 5 6 8"|"10nn"|63.7392
6|"1 2 3 4 5 7"|"3nn"|61.3852
2|"1 4"|"1nn"|48.5287
3|"1 2 4"|"ann"|47.9855
11|"1 2 3 4 5 6 7 8 9 10 12"|"3nn"|65.4595
5|"1 2 3 4 6"|"25nn"|62.4717
3|"1 2 5"|"j48"|47.4423
4|"1 2 3 5"|"40nn"|60.7967
9|"1 2 3 4 5 6 7 8 10"|"10nn"|63.7845
3|"1 2 5"|"boosted j48"|47.4423
10|"1 2 3 4 5 6 7 8 9 11"|"5nn"|65.8216
2|"1 4"|"3nn"|48.6646
8|"1 2 3 4 5 6 7 9"|"20nn"|66.0027
6|"1 2 3 4 5 7"|"5nn"|61.6569
7|"1 2 3 4 5 6 8"|"20nn"|64.5994
3|"1 2 5"|"1nn"|50.6564
2|"1 4"|"5nn"|48.5287
5|"1 2 3 4 6"|"30nn"|62.5622
11|"1 2 3 4 5 6 7 8 9 10 12"|"5nn"|66.2743
9|"1 2 3 4 5 6 7 8 10"|"20nn"|65.2331
10|"1 2 3 4 5 6 7 8 9 11"|"10nn"|65.4142
6|"1 2 3 4 5 7"|"10nn"|63.2413
8|"1 2 3 4 5 6 7 9"|"25nn"|65.9122
2|"1 4"|"10nn"|48.4835
3|"1 2 5"|"3nn"|49.072
4|"1 2 3 5"|"ann"|49.8416
7|"1 2 3 4 5 6 8"|"25nn"|64.373
5|"1 2 3 4 6"|"35nn"|62.8339
4|"1 2 3 6"|"j48"|51.4713
1|"2"|"ann"|44.3187
3|"1 2 5"|"5nn"|50.3395
2|"1 4"|"20nn"|48.6646
1|"3"|"j48"|47.3517
4|"1 2 3 6"|"boosted j48"|54.0969
1|"3"|"boosted j48"|47.3517
11|"1 2 3 4 5 6 7 8 9 10 12"|"10nn"|66.8176
6|"1 2 3 4 5 7"|"20nn"|64.3278
9|"1 2 3 4 5 6 7 8 10"|"25nn"|64.5994
5|"1 2 3 4 6"|"40nn"|62.1548
10|"1 2 3 4 5 6 7 8 9 11"|"20nn"|66.9081
7|"1 2 3 4 5 6 8"|"30nn"|65.4142
8|"1 2 3 4 5 6 7 9"|"30nn"|66.6365
2|"1 4"|"25nn"|48.9362
3|"1 2 5"|"10nn"|50.7017
4|"1 2 3 6"|"1nn"|55.3191
1|"3"|"1nn"|47.0801
2|"1 4"|"30nn"|48.8456
6|"1 2 3 4 5 7"|"25nn"|64.4183
3|"1 2 5"|"20nn"|50.9733
4|"1 2 3 6"|"3nn"|55.1833
1|"3"|"3nn"|47.1707
7|"1 2 3 4 5 6 8"|"35nn"|65.6406
11|"1 2 3 4 5 6 7 8 9 10 12"|"20nn"|67.3608
10|"1 2 3 4 5 6 7 8 9 11"|"25nn"|67.0892
9|"1 2 3 4 5 6 7 8 10"|"30nn"|65.8669
8|"1 2 3 4 5 6 7 9"|"35nn"|65.7311
2|"1 4"|"35nn"|48.9362
1|"3"|"5nn"|47.0349
3|"1 2 5"|"25nn"|50.8375
4|"1 2 3 6"|"5nn"|57.6279
6|"1 2 3 4 5 7"|"30nn"|65.0521
1|"3"|"10nn"|47.0349
2|"1 4"|"40nn"|48.9362
7|"1 2 3 4 5 6 8"|"40nn"|65.8216
4|"1 2 3 6"|"10nn"|58.7144
3|"1 2 5"|"30nn"|50.9733
8|"1 2 3 4 5 6 7 9"|"40nn"|65.1426
2|"1 4"|"ann"|48.6193
9|"1 2 3 4 5 6 7 8 10"|"35nn"|64.8257
11|"1 2 3 4 5 6 7 8 9 10 12"|"25nn"|68.0398
10|"1 2 3 4 5 6 7 8 9 11"|"30nn"|66.9534
2|"1 5"|"j48"|46.8538
1|"3"|"20nn"|46.9443
2|"1 5"|"boosted j48"|46.8538
8|"1 2 3 4 5 6 7 9"|"ann"|52.9651
6|"1 2 3 4 5 7"|"35nn"|65.55
4|"1 2 3 6"|"20nn"|58.5333
8|"1 2 3 4 5 6 7 10"|"j48"|57.8995
3|"1 2 5"|"35nn"|51.1996
1|"3"|"25nn"|47.0801
2|"1 5"|"1nn"|44.9525
8|"1 2 3 4 5 6 7 10"|"boosted j48"|61.7021
4|"1 2 3 6"|"25nn"|59.0765
9|"1 2 3 4 5 6 7 8 10"|"40nn"|65.1426
10|"1 2 3 4 5 6 7 8 9 11"|"35nn"|67.8588
3|"1 2 5"|"40nn"|51.4713
1|"3"|"30nn"|46.9443
11|"1 2 3 4 5 6 7 8 9 10 12"|"30nn"|68.4925
2|"1 5"|"3nn"|44.7261
6|"1 2 3 4 5 7"|"40nn"|65.0973
5|"1 2 3 4 6"|"ann"|49.6605
9|"1 2 3 4 5 6 7 8 10"|"ann"|51.3354
5|"1 2 3 4 7"|"j48"|53.282
1|"3"|"35nn"|47.3065
9|"1 2 3 4 5 6 7 8 11"|"j48"|57.6279
2|"1 5"|"5nn"|44.545
8|"1 2 3 4 5 6 7 10"|"1nn"|62.3812
4|"1 2 3 6"|"30nn"|58.4427
3|"1 2 5"|"ann"|45.7673
3|"1 2 6"|"j48"|47.3065
5|"1 2 3 4 7"|"boosted j48"|58.8049
3|"1 2 6"|"boosted j48"|47.3065
1|"3"|"40nn"|47.3065
10|"1 2 3 4 5 6 7 8 9 11"|"40nn"|67.4966
2|"1 5"|"10nn"|44.7261
9|"1 2 3 4 5 6 7 8 11"|"boosted j48"|63.7845
4|"1 2 3 6"|"35nn"|58.488
11|"1 2 3 4 5 6 7 8 9 10 12"|"35nn"|67.7682
1|"3"|"ann"|47.9402
8|"1 2 3 4 5 6 7 10"|"3nn"|62.6075
1|"4"|"j48"|47.2159
5|"1 2 3 4 7"|"1nn"|59.0312
1|"4"|"boosted j48"|47.2159
3|"1 2 6"|"1nn"|48.3024
10|"1 2 3 4 5 6 7 8 9 11"|"ann"|53.282
2|"1 5"|"20nn"|44.6356
10|"1 2 3 4 5 6 7 8 9 12"|"j48"|59.4387
9|"1 2 3 4 5 6 7 8 11"|"1nn"|62.1096
4|"1 2 3 6"|"40nn"|57.7637
1|"4"|"1nn"|47.895
3|"1 2 6"|"3nn"|48.0308
2|"1 5"|"25nn"|44.0923
5|"1 2 3 4 7"|"3nn"|58.986
8|"1 2 3 4 5 6 7 10"|"5nn"|63.4224
10|"1 2 3 4 5 6 7 8 9 12"|"boosted j48"|65.0068
1|"4"|"3nn"|47.9855
11|"1 2 3 4 5 6 7 8 9 10 12"|"40nn"|68.1304
7|"1 2 3 4 5 6 8"|"ann"|50.928
9|"1 2 3 4 5 6 7 8 11"|"3nn"|63.7845
3|"1 2 6"|"5nn"|49.072
2|"1 5"|"30nn"|44.364
7|"1 2 3 4 5 6 9"|"j48"|57.0847
1|"4"|"5nn"|47.9855
5|"1 2 3 4 7"|"5nn"|61.0231
11|"1 2 3 4 5 6 7 8 9 10 12"|"ann"|56.632
10|"1 2 3 4 5 6 7 8 9 12"|"1nn"|63.4224
8|"1 2 3 4 5 6 7 10"|"10nn"|64.5088
11|"1 2 3 4 5 6 7 8 9 11 12"|"j48"|59.665
3|"1 2 6"|"10nn"|50.5659
2|"1 5"|"35nn"|44.2282
7|"1 2 3 4 5 6 9"|"boosted j48"|63.694
1|"4"|"10nn"|47.9855
9|"1 2 3 4 5 6 7 8 11"|"5nn"|64.871
5|"1 2 3 4 7"|"10nn"|60.0724
3|"1 2 6"|"20nn"|49.7963
11|"1 2 3 4 5 6 7 8 9 11 12"|"boosted j48"|63.8751
1|"4"|"20nn"|47.8044
2|"1 5"|"40nn"|44.2734
7|"1 2 3 4 5 6 9"|"1nn"|62.019
6|"1 2 3 4 5 7"|"ann"|49.4341
10|"1 2 3 4 5 6 7 8 9 12"|"3nn"|64.871
6|"1 2 3 4 5 8"|"j48"|56.2245
2|"1 5"|"ann"|45.6768
8|"1 2 3 4 5 6 7 10"|"20nn"|65.4595
2|"1 6"|"j48"|46.5822
1|"4"|"25nn"|47.895
5|"1 2 3 4 7"|"20nn"|62.6981
3|"1 2 6"|"25nn"|50.4301
2|"1 6"|"boosted j48"|46.5822
9|"1 2 3 4 5 6 7 8 11"|"10nn"|65.2331
11|"1 2 3 4 5 6 7 8 9 11 12"|"1nn"|63.2866
6|"1 2 3 4 5 8"|"boosted j48"|60.3893
7|"1 2 3 4 5 6 9"|"3nn"|62.2001
1|"4"|"30nn"|47.895
10|"1 2 3 4 5 6 7 8 9 12"|"5nn"|65.8216
2|"1 6"|"1nn"|45.9031
3|"1 2 6"|"30nn"|49.5247
8|"1 2 3 4 5 6 7 10"|"25nn"|65.9574
5|"1 2 3 4 7"|"25nn"|62.6981
6|"1 2 3 4 5 8"|"1nn"|60.344
1|"4"|"35nn"|47.895
7|"1 2 3 4 5 6 9"|"5nn"|63.0602
2|"1 6"|"3nn"|45.7673
11|"1 2 3 4 5 6 7 8 9 11 12"|"3nn"|66.4101
4|"1 2 3 6"|"ann"|50.0226
9|"1 2 3 4 5 6 7 8 11"|"20nn"|65.5953
3|"1 2 6"|"35nn"|50.0226
4|"1 2 3 7"|"j48"|52.0145
1|"4"|"40nn"|47.895
10|"1 2 3 4 5 6 7 8 9 12"|"10nn"|67.4966
6|"1 2 3 4 5 8"|"3nn"|61.7474
5|"1 2 3 4 7"|"30nn"|63.5129
2|"1 6"|"5nn"|45.4957
4|"1 2 3 7"|"boosted j48"|53.5989
1|"4"|"ann"|45.9484
8|"1 2 3 4 5 6 7 10"|"30nn"|65.55
7|"1 2 3 4 5 6 9"|"10nn"|65.3237
3|"1 2 6"|"40nn"|49.751
1|"5"|"j48"|45.4957
1|"5"|"boosted j48"|45.4957
11|"1 2 3 4 5 6 7 8 9 11 12"|"5nn"|67.3155
2|"1 6"|"10nn"|45.9484
9|"1 2 3 4 5 6 7 8 11"|"25nn"|66.2291
4|"1 2 3 7"|"1nn"|56.7678
6|"1 2 3 4 5 8"|"5nn"|62.2454
5|"1 2 3 4 7"|"35nn"|63.0149
1|"5"|"1nn"|43.0964
10|"1 2 3 4 5 6 7 8 9 12"|"20nn"|67.0892
7|"1 2 3 4 5 6 9"|"20nn"|65.6406
2|"1 6"|"20nn"|45.9484
4|"1 2 3 7"|"3nn"|57.8542
8|"1 2 3 4 5 6 7 10"|"35nn"|65.5953
1|"5"|"3nn"|42.9153
6|"1 2 3 4 5 8"|"10nn"|62.3359
11|"1 2 3 4 5 6 7 8 9 11 12"|"10nn"|67.225
5|"1 2 3 4 7"|"40nn"|63.2413
9|"1 2 3 4 5 6 7 8 11"|"30nn"|65.6406
2|"1 6"|"25nn"|45.9484
4|"1 2 3 7"|"5nn"|59.3029
1|"5"|"5nn"|42.5985
7|"1 2 3 4 5 6 9"|"25nn"|65.6406
10|"1 2 3 4 5 6 7 8 9 12"|"25nn"|67.904
2|"1 6"|"30nn"|45.9031
5|"1 2 3 4 7"|"ann"|48.574
8|"1 2 3 4 5 6 7 10"|"40nn"|65.8669
1|"5"|"10nn"|42.6437
6|"1 2 3 4 5 8"|"20nn"|63.7845
4|"1 2 3 7"|"10nn"|60.6157
5|"1 2 3 4 8"|"j48"|56.0887
11|"1 2 3 4 5 6 7 8 9 11 12"|"20nn"|68.1304
9|"1 2 3 4 5 6 7 8 11"|"35nn"|66.5007
2|"1 6"|"35nn"|46.0389
7|"1 2 3 4 5 6 9"|"30nn"|65.0521
1|"5"|"20nn"|42.8248
5|"1 2 3 4 8"|"boosted j48"|58.488
4|"1 2 3 7"|"20nn"|61.7021
10|"1 2 3 4 5 6 7 8 9 12"|"30nn"|68.9905
6|"1 2 3 4 5 8"|"25nn"|63.9656
1|"5"|"25nn"|42.4174
2|"1 6"|"40nn"|45.9937
3|"1 2 6"|"ann"|46.3558
5|"1 2 3 4 8"|"1nn"|60.4799
3|"1 2 7"|"j48"|47.4876
7|"1 2 3 4 5 6 9"|"35nn"|65.4142
9|"1 2 3 4 5 6 7 8 11"|"40nn"|66.0027
11|"1 2 3 4 5 6 7 8 9 11 12"|"25nn"|69.3526
3|"1 2 7"|"boosted j48"|47.4876
4|"1 2 3 7"|"25nn"|61.5663
1|"5"|"30nn"|42.5985
5|"1 2 3 4 8"|"3nn"|61.3852
6|"1 2 3 4 5 8"|"30nn"|64.2372
3|"1 2 7"|"1nn"|47.5781
10|"1 2 3 4 5 6 7 8 9 12"|"35nn"|68.2662
1|"5"|"35nn"|42.1005
9|"1 2 3 4 5 6 7 8 11"|"ann"|51.4713
4|"1 2 3 7"|"30nn"|61.1136
7|"1 2 3 4 5 6 9"|"40nn"|65.7311
9|"1 2 3 4 5 6 7 8 12"|"j48"|59.9819
5|"1 2 3 4 8"|"5nn"|61.34
3|"1 2 7"|"3nn"|48.5287
1|"5"|"40nn"|41.6931
11|"1 2 3 4 5 6 7 8 9 11 12"|"30nn"|68.9452
6|"1 2 3 4 5 8"|"35nn"|65.5953
1|"5"|"ann"|44.3187
9|"1 2 3 4 5 6 7 8 12"|"boosted j48"|65.3237
4|"1 2 3 7"|"35nn"|60.842
1|"6"|"j48"|46.4464
1|"6"|"boosted j48"|46.4464
3|"1 2 7"|"5nn"|48.2571
10|"1 2 3 4 5 6 7 8 9 12"|"40nn"|67.8135
5|"1 2 3 4 8"|"10nn"|61.3852
7|"1 2 3 4 5 6 9"|"ann"|53.6442
1|"6"|"1nn"|45.722
9|"1 2 3 4 5 6 7 8 12"|"1nn"|64.5088
7|"1 2 3 4 5 6 10"|"j48"|55.0023
6|"1 2 3 4 5 8"|"40nn"|65.6406
3|"1 2 7"|"10nn"|47.9402
4|"1 2 3 7"|"40nn"|61.0684
11|"1 2 3 4 5 6 7 8 9 11 12"|"35nn"|68.9452
8|"1 2 3 4 5 6 7 10"|"ann"|50.0679
2|"1 6"|"ann"|46.3105
5|"1 2 3 4 8"|"20nn"|63.694
8|"1 2 3 4 5 6 7 11"|"j48"|55.8171
1|"6"|"3nn"|45.722
2|"1 7"|"j48"|47.397
7|"1 2 3 4 5 6 10"|"boosted j48"|60.5704
6|"1 2 3 4 5 8"|"ann"|50.1584
2|"1 7"|"boosted j48"|47.397
3|"1 2 7"|"20nn"|48.1666
6|"1 2 3 4 5 9"|"j48"|58.0806
4|"1 2 3 7"|"ann"|48.4382
9|"1 2 3 4 5 6 7 8 12"|"3nn"|65.8216
8|"1 2 3 4 5 6 7 11"|"boosted j48"|63.6487
1|"6"|"5nn"|45.722
4|"1 2 3 8"|"j48"|54.5948
2|"1 7"|"1nn"|46.718
6|"1 2 3 4 5 9"|"boosted j48"|63.5582
7|"1 2 3 4 5 6 10"|"1nn"|62.2001
5|"1 2 3 4 8"|"25nn"|63.6034
4|"1 2 3 8"|"boosted j48"|54.3685
3|"1 2 7"|"25nn"|47.8044
11|"1 2 3 4 5 6 7 8 9 11 12"|"40nn"|68.8094
1|"6"|"10nn"|45.9937
8|"1 2 3 4 5 6 7 11"|"1nn"|61.6569
2|"1 7"|"3nn"|46.718
6|"1 2 3 4 5 9"|"1nn"|62.1548
9|"1 2 3 4 5 6 7 8 12"|"5nn"|66.5459
4|"1 2 3 8"|"1nn"|55.7718
7|"1 2 3 4 5 6 10"|"3nn"|61.4305
3|"1 2 7"|"30nn"|47.8497
1|"6"|"20nn"|45.9031
5|"1 2 3 4 8"|"30nn"|64.1467
2|"1 7"|"5nn"|46.8085
10|"1 2 3 4 5 6 7 8 9 12"|"ann"|56.9941
8|"1 2 3 4 5 6 7 11"|"3nn"|63.3318
4|"1 2 3 8"|"3nn"|58.5785
1|"6"|"25nn"|46.4011
6|"1 2 3 4 5 9"|"3nn"|62.4264
10|"1 2 3 4 5 6 7 8 10 11"|"j48"|58.7596
3|"1 2 7"|"35nn"|48.4835
7|"1 2 3 4 5 6 10"|"5nn"|62.8339
2|"1 7"|"10nn"|46.6727
9|"1 2 3 4 5 6 7 8 12"|"10nn"|67.723
5|"1 2 3 4 8"|"35nn"|63.9203
11|"1 2 3 4 5 6 7 8 9 11 12"|"ann"|57.9448
1|"6"|"30nn"|46.3105
4|"1 2 3 8"|"5nn"|60.7515
10|"1 2 3 4 5 6 7 8 10 11"|"boosted j48"|63.1055
8|"1 2 3 4 5 6 7 11"|"5nn"|64.2825
11|"1 2 3 4 5 6 7 8 10 11 12"|"j48"|60.2988
2|"1 7"|"20nn"|46.7632
6|"1 2 3 4 5 9"|"5nn"|63.8298
3|"1 2 7"|"40nn"|49.2983
7|"1 2 3 4 5 6 10"|"10nn"|64.0561
1|"6"|"35nn"|46.718
5|"1 2 3 4 8"|"40nn"|63.7845
4|"1 2 3 8"|"10nn"|60.5704
11|"1 2 3 4 5 6 7 8 10 11 12"|"boosted j48"|65.0521
2|"1 7"|"25nn"|46.6727
9|"1 2 3 4 5 6 7 8 12"|"20nn"|68.2662
10|"1 2 3 4 5 6 7 8 10 11"|"1nn"|63.8298
6|"1 2 3 4 5 9"|"10nn"|65.9122
1|"6"|"40nn"|46.718
5|"1 2 3 4 8"|"ann"|50.3848
8|"1 2 3 4 5 6 7 11"|"10nn"|64.9163
